occurrenceID,eventID,basisOfRecord,taxonID,scientificName,recordedBy,individualCount,organismQuantity,organismQuantityType,occurrenceStatus,publicDisplay,dataAccess,pass,length,mass,geneticsSampled,occurrenceRemarks
ONA2-2021-123,ONA2-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,104,10,N,
ONA2-2021-124,ONA2-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,92,7,N,
ONA2-2021-125,ONA2-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,101,10,N,
ONA2-2021-126,ONA2-2021,HumanObservation,MTS,"Cottus bairdii (Girard, 1850)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,65,3,N,
ONA2-2021-127,ONA2-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,127,22,N,
ONA2-2021-128,ONA2-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,35,1,N,
ONA2-2021-129,ONA2-2021,HumanObservation,MTS,"Cottus bairdii (Girard, 1850)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,76,5,N,
ONA2-2021-130,ONA2-2021,HumanObservation,MTS,"Cottus bairdii (Girard, 1850)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,80,7,N,
ONA2-2021-131,ONA2-2021,HumanObservation,MTS,"Cottus bairdii (Girard, 1850)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,64,3,N,
ONA2-2021-132,ONA2-2021,HumanObservation,MTS,"Cottus bairdii (Girard, 1850)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,60,3,N,
ONA2-2021-133,ONA2-2021,HumanObservation,MTS,"Cottus bairdii (Girard, 1850)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,40,1,N,
ONA2-2021-134,ONA2-2021,HumanObservation,MTS,"Cottus bairdii (Girard, 1850)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,65,2,N,
ONA2-2021-135,ONA2-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,60,1,N,
ONA2-2021-136,ONA2-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,55,1,N,
ONA2-2021-137,ONA2-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,55,1,N,
ONA2-2021-138,ONA2-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,56,1,N,
ONA2-2021-139,ONA2-2021,HumanObservation,MTS,"Cottus bairdii (Girard, 1850)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,45,1,N,
ONA2-2021-140,ONA2-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,53,1,N,
ONA2-2021-141,ONA2-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,43,1,N,
ONA2-2021-142,ONA2-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,56,1,N,
ONA2-2021-143,ONA2-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,56,1,N,
ONA2-2021-144,ONA2-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,43,1,N,
ONA2-2021-145,ONA2-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,45,1,N,
ONA2-2021-146,ONA2-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,40,1,N,
ONA2-2021-147,ONA2-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,45,1,N,
ONA2-2021-148,ONA2-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,40,1,N,
ONA2-2021-149,ONA2-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,45,1,N,
ONA2-2021-150,ONA2-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,40,1,N,
COLO9-2021-001,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,379,NA,N,
COLO9-2021-002,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,346,NA,N,
COLO9-2021-003,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,337,295,N,
COLO9-2021-004,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,217,90,N,
COLO9-2021-005,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,210,80,N,
COLO9-2021-006,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,149,32,N,
COLO9-2021-007,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,389,NA,N,
COLO9-2021-008,COLO9-2021,HumanObservation,MTS,"Cottus bairdii (Girard, 1850)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,91,10.5,N,
COLO9-2021-009,COLO9-2021,HumanObservation,LNS,"Catostomus catostomus (Forster, 1773)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,146,41,N,
COLO9-2021-010,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,188,65,N,
COLO9-2021-011,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,190,67,N,
COLO9-2021-012,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,174,51,N,
COLO9-2021-013,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,113,16,N,
COLO9-2021-014,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,176,54,N,
COLO9-2021-015,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,111,14,N,
COLO9-2021-016,COLO9-2021,HumanObservation,LNS,"Catostomus catostomus (Forster, 1773)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,127,20,N,
COLO9-2021-017,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,105,10.5,N,
COLO9-2021-018,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,63,2,N,
COLO9-2021-019,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,48,1,N,
COLO9-2021-020,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,61,3,N,
COLO9-2021-021,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,56,2,N,
COLO9-2021-022,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,40,1.5,N,
COLO9-2021-023,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,45,1.5,N,
COLO9-2021-024,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,53,2,N,
COLO9-2021-025,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,47,2,N,
COLO9-2021-026,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,52,2.5,N,
COLO9-2021-027,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,55,3,N,
COLO9-2021-028,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,351,NA,N,
COLO9-2021-029,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,205,80,N,
COLO9-2021-030,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,176,48,N,
COLO9-2021-031,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,179,59,N,
COLO9-2021-032,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,139,30,N,
COLO9-2021-033,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,113,13.5,N,
COLO9-2021-034,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,98,9,N,
COLO9-2021-035,COLO9-2021,HumanObservation,LNS,"Catostomus catostomus (Forster, 1773)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,118,18,N,
COLO9-2021-036,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,51,1.5,N,E-mortality
COLO9-2021-037,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,50,1,N,E-mortality
COLO9-2021-038,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,60,3,N,E-mortality
COLO9-2021-039,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,57,2.5,N,E-mortality
COLO9-2021-040,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,61,3,N,E-mortality
COLO9-2021-041,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,49,1.5,N,
COLO9-2021-042,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,52,2,N,
COLO9-2021-043,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,48,1,N,E-mortality
COLO9-2021-044,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,51,1.5,N,
COLO9-2021-045,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,56,2.5,N,
COLO9-2021-046,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,308,280,N,
COLO9-2021-047,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,212,90,N,
COLO9-2021-048,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,162,40,N,
COLO9-2021-049,COLO9-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,167,37,N,
COLO9-2021-050,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,397,NA,N,
COLO9-2021-051,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,339,NA,N,
COLO9-2021-052,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,196,73,N,
COLO9-2021-053,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,198,77,N,
COLO9-2021-054,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,159,34,N,
COLO9-2021-055,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,128,19,N,
COLO9-2021-056,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,103,10,N,
COLO9-2021-057,COLO9-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,140,23,N,
COLO9-2021-058,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,51,1.5,N,E-mortality
COLO9-2021-059,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,62,3,N,
COLO9-2021-060,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,43,1,N,
COLO9-2021-061,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,61,3.5,N,
COLO9-2021-062,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,45,1,N,
COLO9-2021-063,COLO9-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,62,3.5,N,
COLO10-2021-001,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,410,NA,N,
COLO10-2021-002,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,360,NA,N,
COLO10-2021-003,COLO10-2021,HumanObservation,LNS,"Catostomus catostomus (Forster, 1773)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,215,107,N,LNS = long nose sucker
COLO10-2021-004,COLO10-2021,HumanObservation,LNS,"Catostomus catostomus (Forster, 1773)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,226,121,N,
COLO10-2021-005,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,368,NA,N,
COLO10-2021-006,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,396,NA,N,
COLO10-2021-007,COLO10-2021,HumanObservation,LNS,"Catostomus catostomus (Forster, 1773)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,235,128,N,
COLO10-2021-008,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,352,NA,N,
COLO10-2021-009,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,358,NA,N,
COLO10-2021-010,COLO10-2021,HumanObservation,LNS,"Catostomus catostomus (Forster, 1773)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,234,132,N,
COLO10-2021-011,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,236,125,N,
COLO10-2021-012,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,293,245,N,
COLO10-2021-013,COLO10-2021,HumanObservation,LNS,"Catostomus catostomus (Forster, 1773)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,191,75,N,E-mortality
COLO10-2021-014,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,60,3,N,
COLO10-2021-015,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,203,90,N,
COLO10-2021-016,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,167,46,N,
COLO10-2021-017,COLO10-2021,HumanObservation,LNS,"Catostomus catostomus (Forster, 1773)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,115,16,N,
COLO10-2021-018,COLO10-2021,HumanObservation,LNS,"Catostomus catostomus (Forster, 1773)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,178,59,N,
COLO10-2021-019,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,61,2,N,These are 1+? or YOY. smaller fish in side channels 
COLO10-2021-020,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,102,11,N,
COLO10-2021-021,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,60,2.5,N,
COLO10-2021-022,COLO10-2021,HumanObservation,LNS,"Catostomus catostomus (Forster, 1773)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,118,17,N,
COLO10-2021-023,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,61,2,N,
COLO10-2021-024,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,55,1.5,N,
COLO10-2021-025,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,48,1,N,
COLO10-2021-026,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,96,10.5,N,
COLO10-2021-027,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,96,9,N,
COLO10-2021-028,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,161,44,N,
COLO10-2021-029,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,92,8,N,
COLO10-2021-030,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,47,1,N,E-mortality
COLO10-2021-031,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,393,NA,N,
COLO10-2021-032,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,354,NA,N,
COLO10-2021-033,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,366,NA,N,
COLO10-2021-034,COLO10-2021,HumanObservation,LNS,"Catostomus catostomus (Forster, 1773)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,229,129,N,
COLO10-2021-035,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,381,NA,N,
COLO10-2021-036,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,382,NA,N,
COLO10-2021-037,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,238,115,N,
COLO10-2021-038,COLO10-2021,HumanObservation,LNS,"Catostomus catostomus (Forster, 1773)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,267,195,N,
COLO10-2021-039,COLO10-2021,HumanObservation,LNS,"Catostomus catostomus (Forster, 1773)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,198,78,N,
COLO10-2021-040,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,172,50,N,
COLO10-2021-041,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,194,73,N,
COLO10-2021-042,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,163,46,N,
COLO10-2021-043,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,202,75,N,
COLO10-2021-044,COLO10-2021,HumanObservation,LNS,"Catostomus catostomus (Forster, 1773)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,186,55,N,
COLO10-2021-045,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,146,33,N,
COLO10-2021-046,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,180,45,N,
COLO10-2021-047,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,163,41,N,
COLO10-2021-048,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,142,26,N,
COLO10-2021-049,COLO10-2021,HumanObservation,LNS,"Catostomus catostomus (Forster, 1773)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,130,26,N,
COLO10-2021-050,COLO10-2021,HumanObservation,LNS,"Catostomus catostomus (Forster, 1773)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,128,24,N,
COLO10-2021-051,COLO10-2021,HumanObservation,LNS,"Catostomus catostomus (Forster, 1773)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,124,18,N,
COLO10-2021-052,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,116,12,N,
COLO10-2021-053,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,156,38,N,
COLO10-2021-054,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,256,140,N,
COLO10-2021-055,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,222,95,N,
COLO10-2021-056,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,182,68,N,
COLO10-2021-057,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,160,48,N,
COLO10-2021-058,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,133,25,N,
COLO10-2021-059,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,125,21,N,
COLO10-2021-060,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,120,17.5,N,
COLO10-2021-061,COLO10-2021,HumanObservation,LNS,"Catostomus catostomus (Forster, 1773)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,138,27,N,
COLO10-2021-062,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,205,77,N,
COLO10-2021-063,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,114,15,N,
COLO10-2021-064,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,205,81,N,
COLO10-2021-065,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,156,35,N,
COLO10-2021-066,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,173,51,N,
COLO10-2021-067,COLO10-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,155,35,N,
